0x3C063C,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0638,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C063A,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C063C,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0646,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,
0x3C0648,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,
0x3C064A,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,
0x3C0646,0x0,4,0,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,4,
0x3C0648,0x0,4,0,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,4,
0x3C064A,0x0,4,0,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,4,
0x3C0646,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0648,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C064A,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0646,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0648,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C064A,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0654,0x0,4,3,1,1,1,1,3,0,1,0,0,1,1,1,1,7,0,0,4,
0x3C0656,0x0,4,3,1,1,1,1,3,0,1,0,0,1,1,1,1,7,0,0,4,
0x3C0658,0x0,4,3,1,1,1,1,3,0,1,0,0,1,1,1,1,7,0,0,4,
0x3C0654,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0656,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0658,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0654,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0656,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0658,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0662,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0664,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0666,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C068A,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,
0x3C068C,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,
0x3C068E,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,
0x3C0696,0x0,4,3,1,1,1,1,3,0,1,0,0,1,1,1,1,7,0,0,4,
0x3C0698,0x0,4,3,1,1,1,1,3,0,1,0,0,1,1,1,1,7,0,0,4,
0x3C0696,0x0,4,3,1,1,1,1,3,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0698,0x0,4,3,1,1,1,1,3,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0696,0x0,4,3,1,1,1,1,3,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0698,0x0,4,3,1,1,1,1,3,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C06A0,0x0,4,3,1,1,1,1,3,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C06A2,0x0,4,3,1,1,1,1,3,1,0,1,1,0,1,1,1,0,0,0,0,
0x2753EA,0x0,5,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
